date,Content,Likes,Retweet
2022-12-05 14:09:46+00:00,Some Thiruvananthapuram visitors: 12th grader Aryan K Nair with his book of poems; AICC member Simi Rosebell John; Alex Mathew with five of my books for me to sign; &amp; Prof Jeyalakshmi presenting me two of her books. https://t.co/9rYi7aa4oU,218,31
2022-12-05 14:05:49+00:00,"Visited the Bishop of Kochi, Joseph Kariyil, late last night in the oldest house in Kerala, a magnificent mansion built &amp; occupied by the Portuguese &amp; the Dutch starting in 1505. The Bishop is a deeply knowledgeable man from whom I learned much. https://t.co/L7NTYJfMdq",263,33
2022-12-05 13:57:38+00:00,My Parliamentary colleague ⁦@HibiEden⁩ MP was among the speakers. We exchanged a few  friendly words about our common challenges. https://t.co/O9U6rU4wWq,618,56
2022-12-05 13:56:23+00:00,"Drove to Kochi to address the Christian Service Society, CSS International, a secular service arm of the Latin Catholic community. Spoke particularly of problems faced by the fisherfolk of Thiruvananthapuram, beset by coastal erosion &amp; multiple other woes that must be resolved https://t.co/HHFzxq6KaP",178,33
2022-12-05 13:45:25+00:00,"Addressed the annual conference of ⁦@Yuvadeeptikcym⁩, the social service arm of the Kerala Catholic Youth Movement, on the prospects for Kerala’s youth in the immediate future. They need a politics of hope to supplant the current atmosphere of negativity. https://t.co/h5YnrcglMJ",207,26
2022-12-05 13:38:23+00:00,"Called on the Metropolitan Archbishop of Changanassery, Mar Joseph Perumthottam, on Saturday afternoon. A pleasure to discuss matters of mutual interest with this distinguished statesman of the Church. https://t.co/SLpTX6QW2U",224,29
2022-12-05 13:14:54+00:00,"Before leaving Pandalam, I called on ailing KPCC Member N. G. Surendran to thank him for his years of service to the party &amp; his support for me. Good to see his family with him at a trying time. https://t.co/87YGjzajuO",350,43
2022-12-05 13:11:37+00:00,The Bodhigram Lecture was attended by a thousand-strong audience who also asked intelligent questions on &amp; beyond the issues I raised. Exchanged thoughts with ⁦@antoantonyinc⁩ &amp; ⁦@KSSabari1983⁩ at the venue https://t.co/hdC0jR2r90,232,27
2022-12-05 13:07:33+00:00,"Delivered the BodhigramLecture on the FoundationDay of this “knowledge-action” social service organisation. Spoke abt  achievements&amp;challenges of Kerala’s socio-economic development. Gr8 2b w/ ⁦@INCKerala⁩ colleagues Mohanraj, ⁦@antoantonyinc⁩ &amp; ⁦@KSSabari1983⁩ https://t.co/vMTvJVPtSz",357,42
2022-12-05 12:52:07+00:00,Here with Shri Narayana Verma. Greeted worshippers at the temple &amp; performed the nell-parayidal ritual of pouring grain into a rice barrel to donate to the temple https://t.co/Lopi4XrdCC,121,17
2022-12-05 12:47:51+00:00,"Paid a visit to the famed Valiya Koyikkal Sree Dharma Shastha Temple in Pandalam, along with @inckerala colleague P.Mohanraj. Offered prayers &amp; received knowledgeable guidance from Pandalam royal family member Narayana Verma, who serves as GenSecy of the Administrative Committee. https://t.co/sgJYQCVGMw",399,39
2022-12-05 12:37:49+00:00,Paid a visit Sunday morning to the freshly-constructed Santhigiri Ashram in Haripad which is to be inaugurated December 7.  Spoke briefly to the sanyasis in charge &amp; some devotees who had already gathered there. https://t.co/OweM4mr2B5,236,29
2022-12-05 12:31:24+00:00,"The superb @iyc team, led by the bearded &amp; bespectacled Chintu Kurian Joy (standing next to me), which pulled together this triumphant event that I was privileged to address. Thanks, team. ⁦@INCKerala⁩’s future is safe with passionate workers like you! https://t.co/VH4G9usYkI",277,41
2022-12-05 12:27:40+00:00,"After that raucous welcome, the throng heard me out in patient silence for 35 minutes as I held forth on celebrating India’s diversity &amp; coexistence— the Kerala model. An amazing event to end a long day! https://t.co/6l4uCwIzYo",397,42
2022-12-05 12:21:43+00:00,"Greeted fellow MP ⁦@antoantonyinc⁩ at the @iyc rally, awarded trophies to meritorious achievers from the Youth Congress ranks, &amp; flagged off an ambulance acquired by fund-raising among members in memory of a former local leader, to whose son I handed over a symbolic key https://t.co/5kCYMBIUKW",188,32
2022-12-05 12:11:32+00:00,Arrived at the @iyc rally in an open-top jeep to a level of enthusiasm one only hopes for at election time — captured perfectly by the professionals at @manoramanews https://t.co/vnxcfBZXlQ,886,86
2022-12-05 11:57:55+00:00,A glimpse of the extraordinary throngs that greeted me Saturday night at the @iyc rally in Erattupetta where I was invited to address an overflowing crowd on “the Challenges of Secularism in India Today” https://t.co/jh9pcFGRN6,1102,105
2022-12-05 11:49:45+00:00,Called on Pala Bishop Mar Joseph Kallarangatt &amp; Bishop Emeritus Mar Joseph Pallikaparampil. A pleasure to discuss contemporary issues with them. https://t.co/jTRIAWfZZR,465,40
2022-12-05 11:42:08+00:00,"Delivered the KM Chandy Memorial Lecture at Pala TownHall in honour of the former ⁦@INCKerala⁩ chief &amp; exGovernor of MP. Prof Cyriac Thomas, presiding, delivered a most generous speech, urging me to contest the next LS election from Kottayam &amp; then the Assembly from Pala! https://t.co/y2fGpoV56D",162,31
2022-12-05 11:34:16+00:00,"Began Saturday with a visit to Bishop’s House, Kanjirapally, to call on Bishop Mar Jose Pulickal, who is recovering from a hip fracture, &amp; his predecessor Bishop Emeritus Mar Mathew Arackal. Also met Vicar-General Bobby Alex, whom I had known years ago as Editor of ⁦Deepika https://t.co/Tbe89Vo70D",189,33
2022-12-05 11:06:35+00:00,"With Indian-Canadian politician Prasad Panda, former Infrastructure Minister of Alberta, who called on me in Delhi last week. I put him in touch with the Kerala Govt department that can help him recruit hundreds of Kerala nurses for his state’s  hospitals. https://t.co/pH03rDmJr8",272,35
2022-12-05 10:58:23+00:00,"Kochi now has a fleet of all-electric green taxis, run by MGS. I was introduced to one by its enthusiastic chief &amp; @profCong fellow AnilKumar https://t.co/ClCa4E05H6",788,39
2022-12-05 10:51:54+00:00,"With some of the remarkable folks behind the Goa Heritage Festival which was revived this year after a decade &amp; a half.  Great to be in conversation with @vmingoa who, after returning from the abroad,  has done so much for culture in his home state https://t.co/eEqVpuSWjC",212,33
2022-12-05 10:45:21+00:00,There’s a lot to learn from the young in our country — which holds the world record for the largest gap between the average age of the population &amp; the average age of the cabinet! ⁦@HibiEden⁩ ⁦@Kuzhalnadan⁩ ⁦@sudheerpmna⁩ https://t.co/j5k7kyJS5c,292,34
2022-12-05 10:39:29+00:00,Great to see feisty activist &amp; speaker Dhanya Nair on stage in her wheelchair speaking inspiringly to her fellow professionals. @HibiEden &amp; conclave coordinator FazluRehman behind her https://t.co/8xfZJWM9yi,562,33
2022-12-05 10:34:28+00:00,"Addressed the state conclave of ⁦@AipcKerala⁩ in Kochi, sharing the dais w/young ⁦@INCIndia⁩ stars ⁦@HibiEden⁩ MP &amp;Mathew ⁦@Kuzhalnadan⁩ MLA. Joined them &amp;State President ⁦@drsslal⁩ in lighting the lamp before speaking to the assembled professionals https://t.co/O0LDlIbc5L",259,33
2022-12-05 10:26:32+00:00,Inaugurated Shibu Aboobacker’s state-of-the art Swisston glass-cutting &amp; laminate plant in Thiruvananthapuram which has brought 800 jobs to my constituency. Spoke to some of the workers. Shibu is a generous employer who supports social causes as well. https://t.co/Hy9wCtMDOG,240,34
2022-12-05 10:07:23+00:00,I’m way behind on tweets from my recent travels through Kerala. This was my inaugurating the newly-renovated Topmost dental clinic at Paravoor with promoter Abeesh Mohammed. https://t.co/Os16Ln6LQ0,477,37
2022-12-05 03:31:06+00:00,Well done @guptar!,191,25
2022-12-05 03:29:09+00:00,"Superbly-reasoned piece by Ruchi Gupta argues that while individual appointments are seen as the key to institutional independence, political power always asserts itself in the way institutions function: https://t.co/klFCW75j7V via @IndianExpress",207,36
2022-12-04 04:00:10+00:00,All the best to our brave sailors on #NavyDay! Long May they keep our seas safe and our nation secure https://t.co/FC5Xyzs2gO,1009,70
2022-12-04 03:53:21+00:00,Pleasure meeting such a sharp-witted &amp; observant person! Hope your show went well @neetipalta,480,40
2022-12-04 03:51:32+00:00,"IFFI: ‘Filmmakers can have political opinions, but we are all vulnerable. Look in Iran: director Jafar Panahi has just been sentenced to 6yrs in prison for criticizing the regime’.” What country does SudiptoSen think he’s living in? https://t.co/Ugg9G7LtST",522,98
2022-12-04 02:46:37+00:00,My column in @mathrubhumieng this morning addresses the vexed issue of Vizhinjam Port which is roiling my constituency currently: https://t.co/XpJGmrlYFk,346,59
2022-12-04 02:32:00+00:00,"കോട്ടയം യൂത്ത് കോൺഗ്രസ് മഹാസമ്മേളനം ; എന്തിനീ വിവാദമെന്ന് മനസ്സിലാകുന്നില്ലെന്ന് ഡോ. ശശി തരൂർ എംപി 
+ വിഴിഞ്ഞം സമരത്തിൽ നിലപാട് വ്യക്തമാക്കി ഡോ. ശശി തരൂർ എംപി https://t.co/xi0xdCuc4U",171,34
2022-12-04 02:17:16+00:00,"My interview with @TheFederal_in on my book #AmbedkarALife :
 https://t.co/bJs5UeOxx0",375,72
2022-12-03 02:23:32+00:00,Only in India! https://t.co/PQ5a3dHH3W,1622,227
2022-12-03 02:09:58+00:00,"@digvijaya_28 Between Kerala commitments &amp; Parliament I am strapped this month, but hope to rejoin you in the New Year! Keep going, chief!",1902,112
2022-12-02 14:48:51+00:00,"Nehru is blamed for Kashmir (&amp;everything else) by BJP, but without Nehru, India wouldn't have got Kashmir. If anything, Nehru stood up for the Indian interest in Kashmir when Patel was ready to give it up: @anandobhakto's analysis:  https://t.co/8m54x6bhMw",2533,548
2022-12-02 07:44:54+00:00,"@sasguy235 yes, alas!",32,0
2022-12-02 07:38:06+00:00,My column in @ManoramaDaily today is on the success of the #BharatJodoYatra in transforming the perception of @RahulGandhi. What now remains is to translate this success into new &amp; additional votes for @INCIndia: https://t.co/uUydF50yPg,2884,407
2022-12-02 02:43:39+00:00,Wonderful to take our mother to a special holiday for her birthday. Most of us hadn’t visited the Taj in a quarter-century. Rare for us all to be together— &amp; in a wonderful place on a day that means so much to all of us. https://t.co/pGDECozi2x,6509,346
2022-12-02 01:30:00+00:00,Great pic to wish my mother a very happy birthday today! It has been my great good fortune to spend the last three years with her living under the same roof -- long may it continue!,1277,79
2022-12-01 07:33:25+00:00,"Interesting thread by @Paul_Koshy on the four pillars of democracy, the four tyres of the moving vehicle of our constitutional system",251,43
2022-11-30 17:33:28+00:00,Happy Birthday @Jameelsjam! Great to see you on your special day!,190,30
2022-11-30 03:20:26+00:00,"One more failure for Pant, who clearly needs a break from white-ball cricket. One more opportunity denied to @IamSanjuSamson who now has to wait for the @IPL to show that he’s one of the best too-order bats in India. #IndvsNZ",8568,1307
2022-11-30 03:17:07+00:00,"Meanwhile, interesting news for cricket fans: in the ongoing Test between the WestIndies &amp; Australia, a debut for Shivnarine Chanderpaul’s son @TageChanderpaul. Not many sons become good enough to emulate their fathers. Wishing the young man the very best. https://t.co/7GqrPDsu0e",339,34
2022-11-30 02:11:38+00:00,Happy birthday indeed! Exactly fifty years since I read her classic Penguin text on Ancient India. A fount of  knowledge &amp; insight. What a remarkable voice she has remained all these years.,588,82
2022-11-30 02:00:58+00:00,"""Pant has done well at No. 4, so it is important to back him,"" says @VVSLaxman281. He's a good player out of form who's failed in ten of his last 11 innings; Samson averages 66 in ODIs, has made runs in all his last five matches &amp; is on the bench. Go figure. @IamSanjuSamson",27864,3948
2022-11-29 18:15:28+00:00,"There is no lack of conviction. I fully support the demands of the fishermen, short of closing down the port construction. I saw the CM to request his involvement. The ball is in his court. Don’t forget: I have no authority to offer the fisherfolk anything.",189,37
